Y2018,Y2013,Y2008,Y2003,Y1998,Y1993,Frequency
Atypical,Typical,Thrilling,0,Typical,0,0
Thrilling,Typical,Thrilling,0,Typical,0,0
Tactical,0,Thrilling,0,Typical,0,0
Typical,0,Thrilling,0,Typical,0,0
Atypical,0,Thrilling,0,Typical,0,0
Thrilling,0,Thrilling,0,Typical,0,0
Tactical,Atypical,Action,0,Typical,0,0
Typical,Atypical,Action,0,Typical,0,0
Atypical,Atypical,Action,0,Typical,0,0
Thrilling,Atypical,Action,0,Typical,0,0
Tactical,Explorative,Action,0,Typical,0,0
Typical,Explorative,Action,0,Typical,0,0
Atypical,Explorative,Action,0,Typical,0,0
Thrilling,Explorative,Action,0,Typical,0,0
Tactical,Thrilling,Action,0,Typical,0,0
Typical,Thrilling,Action,0,Typical,0,0
Atypical,Thrilling,Action,0,Typical,0,0
Thrilling,Thrilling,Action,0,Typical,0,0
Tactical,Tactical,Action,0,Typical,0,0
Typical,Tactical,Action,0,Typical,0,0
Atypical,Tactical,Action,0,Typical,0,0
Thrilling,Tactical,Action,0,Typical,0,0
Tactical,Antiheroic,Action,0,Typical,0,0
Typical,Antiheroic,Action,0,Typical,0,0
Atypical,Antiheroic,Action,0,Typical,0,0
Thrilling,Antiheroic,Action,0,Typical,0,0
Tactical,Typical,Action,0,Typical,0,0
Typical,Typical,Action,0,Typical,0,0
Atypical,Typical,Action,0,Typical,0,0
Thrilling,Typical,Action,0,Typical,0,0
Tactical,0,Action,0,Typical,0,0
Typical,0,Action,0,Typical,0,0
Atypical,0,Action,0,Typical,0,0
Thrilling,0,Action,0,Typical,0,0
Tactical,Atypical,Maniac,0,Typical,0,0
Typical,Atypical,Maniac,0,Typical,0,0
Atypical,Atypical,Maniac,0,Typical,0,0
Thrilling,Atypical,Maniac,0,Typical,0,0
Tactical,Explorative,Maniac,0,Typical,0,0
Typical,Explorative,Maniac,0,Typical,0,0
Atypical,Explorative,Maniac,0,Typical,0,0
Thrilling,Explorative,Maniac,0,Typical,0,0
Tactical,Thrilling,Maniac,0,Typical,0,0
Typical,Thrilling,Maniac,0,Typical,0,0
Atypical,Thrilling,Maniac,0,Typical,0,0
Thrilling,Thrilling,Maniac,0,Typical,0,0
Tactical,Tactical,Maniac,0,Typical,0,0
Typical,Tactical,Maniac,0,Typical,0,0
Atypical,Tactical,Maniac,0,Typical,0,0
Thrilling,Tactical,Maniac,0,Typical,0,0
Tactical,Antiheroic,Maniac,0,Typical,0,0
Typical,Antiheroic,Maniac,0,Typical,0,0
Atypical,Antiheroic,Maniac,0,Typical,0,0
Thrilling,Antiheroic,Maniac,0,Typical,0,0
Tactical,Typical,Maniac,0,Typical,0,0
Typical,Typical,Maniac,0,Typical,0,0
Atypical,Typical,Maniac,0,Typical,0,0
Thrilling,Typical,Maniac,0,Typical,0,0
Tactical,0,Maniac,0,Typical,0,0
Typical,0,Maniac,0,Typical,0,0
Atypical,0,Maniac,0,Typical,0,0
Thrilling,0,Maniac,0,Typical,0,0
Tactical,Atypical,0,0,Typical,0,0
Typical,Atypical,0,0,Typical,0,0
Atypical,Atypical,0,0,Typical,0,0
Thrilling,Atypical,0,0,Typical,0,0
Tactical,Explorative,0,0,Typical,0,0
Typical,Explorative,0,0,Typical,0,0
Atypical,Explorative,0,0,Typical,0,0
Thrilling,Explorative,0,0,Typical,0,0
Tactical,Thrilling,0,0,Typical,0,0
Typical,Thrilling,0,0,Typical,0,0
Atypical,Thrilling,0,0,Typical,0,0
Thrilling,Thrilling,0,0,Typical,0,0
Tactical,Tactical,0,0,Typical,0,0
Typical,Tactical,0,0,Typical,0,0
Atypical,Tactical,0,0,Typical,0,0
Thrilling,Tactical,0,0,Typical,0,0
Tactical,Antiheroic,0,0,Typical,0,0
Typical,Antiheroic,0,0,Typical,0,0
Atypical,Antiheroic,0,0,Typical,0,0
Thrilling,Antiheroic,0,0,Typical,0,0
Tactical,Typical,0,0,Typical,0,0
Typical,Typical,0,0,Typical,0,0
Atypical,Typical,0,0,Typical,0,0
Thrilling,Typical,0,0,Typical,0,0
Tactical,0,0,0,Typical,0,0
Typical,0,0,0,Typical,0,0
Atypical,0,0,0,Typical,0,0
Thrilling,0,0,0,Typical,0,0
Tactical,Atypical,Isometric,Simulation,Thrilling,0,0
Typical,Atypical,Isometric,Simulation,Thrilling,0,0
Atypical,Atypical,Isometric,Simulation,Thrilling,0,0
Thrilling,Atypical,Isometric,Simulation,Thrilling,0,0
Tactical,Explorative,Isometric,Simulation,Thrilling,0,0
Typical,Explorative,Isometric,Simulation,Thrilling,0,0
Atypical,Explorative,Isometric,Simulation,Thrilling,0,0
Thrilling,Explorative,Isometric,Simulation,Thrilling,0,0
Tactical,Thrilling,Isometric,Simulation,Thrilling,0,0
Typical,Thrilling,Isometric,Simulation,Thrilling,0,0
Atypical,Thrilling,Isometric,Simulation,Thrilling,0,0
Thrilling,Thrilling,Isometric,Simulation,Thrilling,0,0
Tactical,Tactical,Isometric,Simulation,Thrilling,0,0
Typical,Tactical,Isometric,Simulation,Thrilling,0,0
Atypical,Tactical,Isometric,Simulation,Thrilling,0,0
Thrilling,Tactical,Isometric,Simulation,Thrilling,0,0
Tactical,Antiheroic,Isometric,Simulation,Thrilling,0,0
Typical,Antiheroic,Isometric,Simulation,Thrilling,0,0
Atypical,Antiheroic,Isometric,Simulation,Thrilling,0,0
Thrilling,Antiheroic,Isometric,Simulation,Thrilling,0,0
Tactical,Typical,Isometric,Simulation,Thrilling,0,0
Typical,Typical,Isometric,Simulation,Thrilling,0,0
Atypical,Typical,Isometric,Simulation,Thrilling,0,0
Thrilling,Typical,Isometric,Simulation,Thrilling,0,0
Tactical,0,Isometric,Simulation,Thrilling,0,0
Typical,0,Isometric,Simulation,Thrilling,0,0
Atypical,0,Isometric,Simulation,Thrilling,0,0
Thrilling,0,Isometric,Simulation,Thrilling,0,0
Tactical,Atypical,Simulation,Simulation,Thrilling,0,0
Typical,Atypical,Simulation,Simulation,Thrilling,0,0
Atypical,Atypical,Simulation,Simulation,Thrilling,0,0
Thrilling,Atypical,Simulation,Simulation,Thrilling,0,0
Tactical,Explorative,Simulation,Simulation,Thrilling,0,0
Typical,Explorative,Simulation,Simulation,Thrilling,0,0
Atypical,Explorative,Simulation,Simulation,Thrilling,0,0
Thrilling,Explorative,Simulation,Simulation,Thrilling,0,0
Tactical,Thrilling,Simulation,Simulation,Thrilling,0,0
Typical,Thrilling,Simulation,Simulation,Thrilling,0,0
Atypical,Thrilling,Simulation,Simulation,Thrilling,0,0
Thrilling,Thrilling,Simulation,Simulation,Thrilling,0,0
Tactical,Tactical,Simulation,Simulation,Thrilling,0,0
Typical,Tactical,Simulation,Simulation,Thrilling,0,0
Atypical,Tactical,Simulation,Simulation,Thrilling,0,0
Thrilling,Tactical,Simulation,Simulation,Thrilling,0,0
Tactical,Antiheroic,Simulation,Simulation,Thrilling,0,0
Typical,Antiheroic,Simulation,Simulation,Thrilling,0,0
Atypical,Antiheroic,Simulation,Simulation,Thrilling,0,0
Thrilling,Antiheroic,Simulation,Simulation,Thrilling,0,0
Tactical,Typical,Simulation,Simulation,Thrilling,0,0
Typical,Typical,Simulation,Simulation,Thrilling,0,1
Atypical,Typical,Simulation,Simulation,Thrilling,0,0
Thrilling,Typical,Simulation,Simulation,Thrilling,0,0
Tactical,0,Simulation,Simulation,Thrilling,0,0
Typical,0,Simulation,Simulation,Thrilling,0,0
Atypical,0,Simulation,Simulation,Thrilling,0,0
Thrilling,0,Simulation,Simulation,Thrilling,0,0
Tactical,Atypical,Mixed,Simulation,Thrilling,0,0
Typical,Atypical,Mixed,Simulation,Thrilling,0,0
Atypical,Atypical,Mixed,Simulation,Thrilling,0,0
Thrilling,Atypical,Mixed,Simulation,Thrilling,0,0
Tactical,Explorative,Mixed,Simulation,Thrilling,0,0
Typical,Explorative,Mixed,Simulation,Thrilling,0,0
Atypical,Explorative,Mixed,Simulation,Thrilling,0,0
Thrilling,Explorative,Mixed,Simulation,Thrilling,0,0
Tactical,Thrilling,Mixed,Simulation,Thrilling,0,0
Typical,Thrilling,Mixed,Simulation,Thrilling,0,0
Atypical,Thrilling,Mixed,Simulation,Thrilling,0,0
Thrilling,Thrilling,Mixed,Simulation,Thrilling,0,0
Tactical,Tactical,Mixed,Simulation,Thrilling,0,0
Typical,Tactical,Mixed,Simulation,Thrilling,0,0
Atypical,Tactical,Mixed,Simulation,Thrilling,0,0
Thrilling,Tactical,Mixed,Simulation,Thrilling,0,0
Tactical,Antiheroic,Mixed,Simulation,Thrilling,0,0
Typical,Antiheroic,Mixed,Simulation,Thrilling,0,0
Atypical,Antiheroic,Mixed,Simulation,Thrilling,0,0
Thrilling,Antiheroic,Mixed,Simulation,Thrilling,0,0
Tactical,Typical,Mixed,Simulation,Thrilling,0,0
Typical,Typical,Mixed,Simulation,Thrilling,0,0
Atypical,Typical,Mixed,Simulation,Thrilling,0,0
Thrilling,Typical,Mixed,Simulation,Thrilling,0,0
Tactical,0,Mixed,Simulation,Thrilling,0,0
Typical,0,Mixed,Simulation,Thrilling,0,0
Atypical,0,Mixed,Simulation,Thrilling,0,0
Thrilling,0,Mixed,Simulation,Thrilling,0,0
Tactical,Atypical,Thrilling,Simulation,Thrilling,0,0
Typical,Atypical,Thrilling,Simulation,Thrilling,0,0
Atypical,Atypical,Thrilling,Simulation,Thrilling,0,0
Thrilling,Atypical,Thrilling,Simulation,Thrilling,0,0
Tactical,Explorative,Thrilling,Simulation,Thrilling,0,0
Typical,Explorative,Thrilling,Simulation,Thrilling,0,0
Atypical,Explorative,Thrilling,Simulation,Thrilling,0,0
Thrilling,Explorative,Thrilling,Simulation,Thrilling,0,0
Tactical,Thrilling,Thrilling,Simulation,Thrilling,0,0
Typical,Thrilling,Thrilling,Simulation,Thrilling,0,0
Atypical,Thrilling,Thrilling,Simulation,Thrilling,0,0
Thrilling,Thrilling,Thrilling,Simulation,Thrilling,0,0
Tactical,Tactical,Thrilling,Simulation,Thrilling,0,0
Typical,Tactical,Thrilling,Simulation,Thrilling,0,0
Atypical,Tactical,Thrilling,Simulation,Thrilling,0,0
Thrilling,Tactical,Thrilling,Simulation,Thrilling,0,0
Tactical,Antiheroic,Thrilling,Simulation,Thrilling,0,0
Typical,Antiheroic,Thrilling,Simulation,Thrilling,0,0
Atypical,Antiheroic,Thrilling,Simulation,Thrilling,0,0
Thrilling,Antiheroic,Thrilling,Simulation,Thrilling,0,0
Tactical,Typical,Thrilling,Simulation,Thrilling,0,0
Typical,Typical,Thrilling,Simulation,Thrilling,0,0
Atypical,Typical,Thrilling,Simulation,Thrilling,0,0
Thrilling,Typical,Thrilling,Simulation,Thrilling,0,0
Tactical,0,Thrilling,Simulation,Thrilling,0,0
Typical,0,Thrilling,Simulation,Thrilling,0,0
Atypical,0,Thrilling,Simulation,Thrilling,0,0
Thrilling,0,Thrilling,Simulation,Thrilling,0,0
Tactical,Atypical,Action,Simulation,Thrilling,0,0
Typical,Atypical,Action,Simulation,Thrilling,0,0
Atypical,Atypical,Action,Simulation,Thrilling,0,0
Thrilling,Atypical,Action,Simulation,Thrilling,0,0
Tactical,Explorative,Action,Simulation,Thrilling,0,0
Typical,Explorative,Action,Simulation,Thrilling,0,0
Atypical,Explorative,Action,Simulation,Thrilling,0,0
Thrilling,Explorative,Action,Simulation,Thrilling,0,0
Tactical,Thrilling,Action,Simulation,Thrilling,0,0
Typical,Thrilling,Action,Simulation,Thrilling,0,0
Atypical,Thrilling,Action,Simulation,Thrilling,0,0
Thrilling,Thrilling,Action,Simulation,Thrilling,0,0
Tactical,Tactical,Action,Simulation,Thrilling,0,0
Typical,Tactical,Action,Simulation,Thrilling,0,0
Atypical,Tactical,Action,Simulation,Thrilling,0,0
Thrilling,Tactical,Action,Simulation,Thrilling,0,0
Tactical,Antiheroic,Action,Simulation,Thrilling,0,0
Typical,Antiheroic,Action,Simulation,Thrilling,0,0
Atypical,Antiheroic,Action,Simulation,Thrilling,0,0
Thrilling,Antiheroic,Action,Simulation,Thrilling,0,0
Tactical,Typical,Action,Simulation,Thrilling,0,0
Typical,Typical,Action,Simulation,Thrilling,0,0
Atypical,Typical,Action,Simulation,Thrilling,0,0
Thrilling,Typical,Action,Simulation,Thrilling,0,0
Tactical,0,Action,Simulation,Thrilling,0,0
Typical,0,Action,Simulation,Thrilling,0,0
Atypical,0,Action,Simulation,Thrilling,0,0
Thrilling,0,Action,Simulation,Thrilling,0,0
Tactical,Atypical,Maniac,Simulation,Thrilling,0,0
Typical,Atypical,Maniac,Simulation,Thrilling,0,0
Atypical,Atypical,Maniac,Simulation,Thrilling,0,0
Thrilling,Atypical,Maniac,Simulation,Thrilling,0,0
Tactical,Explorative,Maniac,Simulation,Thrilling,0,0
Typical,Explorative,Maniac,Simulation,Thrilling,0,0
Atypical,Explorative,Maniac,Simulation,Thrilling,0,0
Thrilling,Explorative,Maniac,Simulation,Thrilling,0,0
Tactical,Thrilling,Maniac,Simulation,Thrilling,0,0
Typical,Thrilling,Maniac,Simulation,Thrilling,0,0
Atypical,Thrilling,Maniac,Simulation,Thrilling,0,0
Thrilling,Thrilling,Maniac,Simulation,Thrilling,0,0
Tactical,Tactical,Maniac,Simulation,Thrilling,0,0
Typical,Tactical,Maniac,Simulation,Thrilling,0,0
Atypical,Tactical,Maniac,Simulation,Thrilling,0,0
Thrilling,Tactical,Maniac,Simulation,Thrilling,0,0
Tactical,Antiheroic,Maniac,Simulation,Thrilling,0,0
Typical,Antiheroic,Maniac,Simulation,Thrilling,0,0
Atypical,Antiheroic,Maniac,Simulation,Thrilling,0,0
Thrilling,Antiheroic,Maniac,Simulation,Thrilling,0,0
Tactical,Typical,Maniac,Simulation,Thrilling,0,0
Typical,Typical,Maniac,Simulation,Thrilling,0,1
Atypical,Typical,Maniac,Simulation,Thrilling,0,0
Thrilling,Typical,Maniac,Simulation,Thrilling,0,0
Tactical,0,Maniac,Simulation,Thrilling,0,0
Typical,0,Maniac,Simulation,Thrilling,0,0
Atypical,0,Maniac,Simulation,Thrilling,0,0
Thrilling,0,Maniac,Simulation,Thrilling,0,0
Tactical,Atypical,0,Simulation,Thrilling,0,0
Typical,Atypical,0,Simulation,Thrilling,0,0
Atypical,Atypical,0,Simulation,Thrilling,0,0
Thrilling,Atypical,0,Simulation,Thrilling,0,0
Tactical,Explorative,0,Simulation,Thrilling,0,0
Typical,Explorative,0,Simulation,Thrilling,0,0
Atypical,Explorative,0,Simulation,Thrilling,0,0
Thrilling,Explorative,0,Simulation,Thrilling,0,0
Tactical,Thrilling,0,Simulation,Thrilling,0,0
Typical,Thrilling,0,Simulation,Thrilling,0,0
Atypical,Thrilling,0,Simulation,Thrilling,0,0
Thrilling,Thrilling,0,Simulation,Thrilling,0,0
Tactical,Tactical,0,Simulation,Thrilling,0,0
Typical,Tactical,0,Simulation,Thrilling,0,0
Atypical,Tactical,0,Simulation,Thrilling,0,0
Thrilling,Tactical,0,Simulation,Thrilling,0,0
Tactical,Antiheroic,0,Simulation,Thrilling,0,0
Typical,Antiheroic,0,Simulation,Thrilling,0,0
Atypical,Antiheroic,0,Simulation,Thrilling,0,0
Thrilling,Antiheroic,0,Simulation,Thrilling,0,0
Tactical,Typical,0,Simulation,Thrilling,0,0
Typical,Typical,0,Simulation,Thrilling,0,0
Atypical,Typical,0,Simulation,Thrilling,0,0
Thrilling,Typical,0,Simulation,Thrilling,0,0
Tactical,0,0,Simulation,Thrilling,0,0
Typical,0,0,Simulation,Thrilling,0,0
Atypical,0,0,Simulation,Thrilling,0,0
Thrilling,0,0,Simulation,Thrilling,0,0
Tactical,Atypical,Isometric,RPG,Thrilling,0,0
Typical,Atypical,Isometric,RPG,Thrilling,0,0
Atypical,Atypical,Isometric,RPG,Thrilling,0,0
Thrilling,Atypical,Isometric,RPG,Thrilling,0,0
Tactical,Explorative,Isometric,RPG,Thrilling,0,0
Typical,Explorative,Isometric,RPG,Thrilling,0,0
Atypical,Explorative,Isometric,RPG,Thrilling,0,0
Thrilling,Explorative,Isometric,RPG,Thrilling,0,0
Tactical,Thrilling,Isometric,RPG,Thrilling,0,0
Typical,Thrilling,Isometric,RPG,Thrilling,0,0
Atypical,Thrilling,Isometric,RPG,Thrilling,0,0
Thrilling,Thrilling,Isometric,RPG,Thrilling,0,0
Tactical,Tactical,Isometric,RPG,Thrilling,0,0
Typical,Tactical,Isometric,RPG,Thrilling,0,0
Atypical,Tactical,Isometric,RPG,Thrilling,0,0
Thrilling,Tactical,Isometric,RPG,Thrilling,0,0
Tactical,Antiheroic,Isometric,RPG,Thrilling,0,0
Typical,Antiheroic,Isometric,RPG,Thrilling,0,0
Atypical,Antiheroic,Isometric,RPG,Thrilling,0,0
Thrilling,Antiheroic,Isometric,RPG,Thrilling,0,0
Tactical,Typical,Isometric,RPG,Thrilling,0,0
Typical,Typical,Isometric,RPG,Thrilling,0,0
Atypical,Typical,Isometric,RPG,Thrilling,0,0
Thrilling,Typical,Isometric,RPG,Thrilling,0,0
Tactical,0,Isometric,RPG,Thrilling,0,0
Typical,0,Isometric,RPG,Thrilling,0,0
Atypical,0,Isometric,RPG,Thrilling,0,0
Thrilling,0,Isometric,RPG,Thrilling,0,0
Tactical,Atypical,Simulation,RPG,Thrilling,0,0
Typical,Atypical,Simulation,RPG,Thrilling,0,0
Atypical,Atypical,Simulation,RPG,Thrilling,0,0
Thrilling,Atypical,Simulation,RPG,Thrilling,0,0
Tactical,Explorative,Simulation,RPG,Thrilling,0,0
Typical,Explorative,Simulation,RPG,Thrilling,0,0
Atypical,Explorative,Simulation,RPG,Thrilling,0,0
Thrilling,Explorative,Simulation,RPG,Thrilling,0,0
Tactical,Thrilling,Simulation,RPG,Thrilling,0,0
Typical,Thrilling,Simulation,RPG,Thrilling,0,0
Atypical,Thrilling,Simulation,RPG,Thrilling,0,0
Thrilling,Thrilling,Simulation,RPG,Thrilling,0,0
Tactical,Tactical,Simulation,RPG,Thrilling,0,0
Typical,Tactical,Simulation,RPG,Thrilling,0,0
Atypical,Tactical,Simulation,RPG,Thrilling,0,0
Thrilling,Tactical,Simulation,RPG,Thrilling,0,0
Tactical,Antiheroic,Simulation,RPG,Thrilling,0,0
Typical,Antiheroic,Simulation,RPG,Thrilling,0,0
Atypical,Antiheroic,Simulation,RPG,Thrilling,0,0
Thrilling,Antiheroic,Simulation,RPG,Thrilling,0,0
Tactical,Typical,Simulation,RPG,Thrilling,0,0
Typical,Typical,Simulation,RPG,Thrilling,0,0
Atypical,Typical,Simulation,RPG,Thrilling,0,0
Thrilling,Typical,Simulation,RPG,Thrilling,0,0
Tactical,0,Simulation,RPG,Thrilling,0,0
Typical,0,Simulation,RPG,Thrilling,0,0
Atypical,0,Simulation,RPG,Thrilling,0,0
Thrilling,0,Simulation,RPG,Thrilling,0,0
Tactical,Atypical,Mixed,RPG,Thrilling,0,0
Typical,Atypical,Mixed,RPG,Thrilling,0,0
Atypical,Atypical,Mixed,RPG,Thrilling,0,0
Thrilling,Atypical,Mixed,RPG,Thrilling,0,0
Tactical,Explorative,Mixed,RPG,Thrilling,0,0
Typical,Explorative,Mixed,RPG,Thrilling,0,0
Atypical,Explorative,Mixed,RPG,Thrilling,0,0
Thrilling,Explorative,Mixed,RPG,Thrilling,0,0
Tactical,Thrilling,Mixed,RPG,Thrilling,0,0
Typical,Thrilling,Mixed,RPG,Thrilling,0,0
Atypical,Thrilling,Mixed,RPG,Thrilling,0,0
Thrilling,Thrilling,Mixed,RPG,Thrilling,0,0
Tactical,Tactical,Mixed,RPG,Thrilling,0,0
Typical,Tactical,Mixed,RPG,Thrilling,0,0
Atypical,Tactical,Mixed,RPG,Thrilling,0,0
Thrilling,Tactical,Mixed,RPG,Thrilling,0,0
Tactical,Antiheroic,Mixed,RPG,Thrilling,0,0
Typical,Antiheroic,Mixed,RPG,Thrilling,0,0
Atypical,Antiheroic,Mixed,RPG,Thrilling,0,0
Thrilling,Antiheroic,Mixed,RPG,Thrilling,0,0
Tactical,Typical,Mixed,RPG,Thrilling,0,0
Typical,Typical,Mixed,RPG,Thrilling,0,0
Atypical,Typical,Mixed,RPG,Thrilling,0,0
Thrilling,Typical,Mixed,RPG,Thrilling,0,0
Tactical,0,Mixed,RPG,Thrilling,0,0
Typical,0,Mixed,RPG,Thrilling,0,0
Atypical,0,Mixed,RPG,Thrilling,0,0
Thrilling,0,Mixed,RPG,Thrilling,0,0
Tactical,Atypical,Thrilling,RPG,Thrilling,0,0
Typical,Atypical,Thrilling,RPG,Thrilling,0,0
Atypical,Atypical,Thrilling,RPG,Thrilling,0,0
Thrilling,Atypical,Thrilling,RPG,Thrilling,0,0
Tactical,Explorative,Thrilling,RPG,Thrilling,0,0
Typical,Explorative,Thrilling,RPG,Thrilling,0,0
Atypical,Explorative,Thrilling,RPG,Thrilling,0,0
Thrilling,Explorative,Thrilling,RPG,Thrilling,0,0
Tactical,Thrilling,Thrilling,RPG,Thrilling,0,0
Typical,Thrilling,Thrilling,RPG,Thrilling,0,0
Atypical,Thrilling,Thrilling,RPG,Thrilling,0,0
Thrilling,Thrilling,Thrilling,RPG,Thrilling,0,0
Tactical,Tactical,Thrilling,RPG,Thrilling,0,0
Typical,Tactical,Thrilling,RPG,Thrilling,0,0
Atypical,Tactical,Thrilling,RPG,Thrilling,0,0
Thrilling,Tactical,Thrilling,RPG,Thrilling,0,0
Tactical,Antiheroic,Thrilling,RPG,Thrilling,0,0
Typical,Antiheroic,Thrilling,RPG,Thrilling,0,0
Atypical,Antiheroic,Thrilling,RPG,Thrilling,0,0
Thrilling,Antiheroic,Thrilling,RPG,Thrilling,0,0
Tactical,Typical,Thrilling,RPG,Thrilling,0,0
Typical,Typical,Thrilling,RPG,Thrilling,0,0
Atypical,Typical,Thrilling,RPG,Thrilling,0,0
Thrilling,Typical,Thrilling,RPG,Thrilling,0,0
Tactical,0,Thrilling,RPG,Thrilling,0,0
Typical,0,Thrilling,RPG,Thrilling,0,0
Atypical,0,Thrilling,RPG,Thrilling,0,0
Thrilling,0,Thrilling,RPG,Thrilling,0,0
Tactical,Atypical,Action,RPG,Thrilling,0,0
Typical,Atypical,Action,RPG,Thrilling,0,0
Atypical,Atypical,Action,RPG,Thrilling,0,0
Thrilling,Atypical,Action,RPG,Thrilling,0,0
Tactical,Explorative,Action,RPG,Thrilling,0,0
Typical,Explorative,Action,RPG,Thrilling,0,0
Atypical,Explorative,Action,RPG,Thrilling,0,0
Thrilling,Explorative,Action,RPG,Thrilling,0,0
Tactical,Thrilling,Action,RPG,Thrilling,0,0
Typical,Thrilling,Action,RPG,Thrilling,0,0
Atypical,Thrilling,Action,RPG,Thrilling,0,0
Thrilling,Thrilling,Action,RPG,Thrilling,0,0
Tactical,Tactical,Action,RPG,Thrilling,0,0
Typical,Tactical,Action,RPG,Thrilling,0,0
Atypical,Tactical,Action,RPG,Thrilling,0,0
Thrilling,Tactical,Action,RPG,Thrilling,0,0
Tactical,Antiheroic,Action,RPG,Thrilling,0,0
Typical,Antiheroic,Action,RPG,Thrilling,0,0
Atypical,Antiheroic,Action,RPG,Thrilling,0,0
Thrilling,Antiheroic,Action,RPG,Thrilling,0,0
Tactical,Typical,Action,RPG,Thrilling,0,0
Typical,Typical,Action,RPG,Thrilling,0,0
Atypical,Typical,Action,RPG,Thrilling,0,0
Thrilling,Typical,Action,RPG,Thrilling,0,0
Tactical,0,Action,RPG,Thrilling,0,0
Typical,0,Action,RPG,Thrilling,0,0
Atypical,0,Action,RPG,Thrilling,0,0
Thrilling,0,Action,RPG,Thrilling,0,0
Tactical,Atypical,Maniac,RPG,Thrilling,0,0
Typical,Atypical,Maniac,RPG,Thrilling,0,0
Atypical,Atypical,Maniac,RPG,Thrilling,0,0
Thrilling,Atypical,Maniac,RPG,Thrilling,0,0
Tactical,Explorative,Maniac,RPG,Thrilling,0,0
Typical,Explorative,Maniac,RPG,Thrilling,0,0
Atypical,Explorative,Maniac,RPG,Thrilling,0,0
Thrilling,Explorative,Maniac,RPG,Thrilling,0,0
Tactical,Thrilling,Maniac,RPG,Thrilling,0,0
Typical,Thrilling,Maniac,RPG,Thrilling,0,0
Atypical,Thrilling,Maniac,RPG,Thrilling,0,0
Thrilling,Thrilling,Maniac,RPG,Thrilling,0,0
Tactical,Tactical,Maniac,RPG,Thrilling,0,0
Typical,Tactical,Maniac,RPG,Thrilling,0,0
Atypical,Tactical,Maniac,RPG,Thrilling,0,0
Thrilling,Tactical,Maniac,RPG,Thrilling,0,0
Tactical,Antiheroic,Maniac,RPG,Thrilling,0,0
Typical,Antiheroic,Maniac,RPG,Thrilling,0,0
Atypical,Antiheroic,Maniac,RPG,Thrilling,0,0
Thrilling,Antiheroic,Maniac,RPG,Thrilling,0,0
Tactical,Typical,Maniac,RPG,Thrilling,0,0
Typical,Typical,Maniac,RPG,Thrilling,0,0
Atypical,Typical,Maniac,RPG,Thrilling,0,0
Thrilling,Typical,Maniac,RPG,Thrilling,0,0
Tactical,0,Maniac,RPG,Thrilling,0,0
Typical,0,Maniac,RPG,Thrilling,0,0
Atypical,0,Maniac,RPG,Thrilling,0,0
Thrilling,0,Maniac,RPG,Thrilling,0,0
Tactical,Atypical,0,RPG,Thrilling,0,0
Typical,Atypical,0,RPG,Thrilling,0,0
Atypical,Atypical,0,RPG,Thrilling,0,0
Thrilling,Atypical,0,RPG,Thrilling,0,0
Tactical,Explorative,0,RPG,Thrilling,0,0
Typical,Explorative,0,RPG,Thrilling,0,0
Atypical,Explorative,0,RPG,Thrilling,0,0
Thrilling,Explorative,0,RPG,Thrilling,0,0
Tactical,Thrilling,0,RPG,Thrilling,0,0
Typical,Thrilling,0,RPG,Thrilling,0,0
Atypical,Thrilling,0,RPG,Thrilling,0,0
Thrilling,Thrilling,0,RPG,Thrilling,0,0
Tactical,Tactical,0,RPG,Thrilling,0,0
Typical,Tactical,0,RPG,Thrilling,0,0
Atypical,Tactical,0,RPG,Thrilling,0,0
Thrilling,Tactical,0,RPG,Thrilling,0,0
Tactical,Antiheroic,0,RPG,Thrilling,0,0
Typical,Antiheroic,0,RPG,Thrilling,0,0
Atypical,Antiheroic,0,RPG,Thrilling,0,0
Thrilling,Antiheroic,0,RPG,Thrilling,0,0
Tactical,Typical,0,RPG,Thrilling,0,0
Typical,Typical,0,RPG,Thrilling,0,0
Atypical,Typical,0,RPG,Thrilling,0,0
Thrilling,Typical,0,RPG,Thrilling,0,0
Tactical,0,0,RPG,Thrilling,0,0
Typical,0,0,RPG,Thrilling,0,0
Atypical,0,0,RPG,Thrilling,0,0
Thrilling,0,0,RPG,Thrilling,0,0
Tactical,Atypical,Isometric,Thrilling,Thrilling,0,0
Typical,Atypical,Isometric,Thrilling,Thrilling,0,0
Atypical,Atypical,Isometric,Thrilling,Thrilling,0,0
Thrilling,Atypical,Isometric,Thrilling,Thrilling,0,0
Tactical,Explorative,Isometric,Thrilling,Thrilling,0,0
Typical,Explorative,Isometric,Thrilling,Thrilling,0,0
Atypical,Explorative,Isometric,Thrilling,Thrilling,0,0
Thrilling,Explorative,Isometric,Thrilling,Thrilling,0,0
Tactical,Thrilling,Isometric,Thrilling,Thrilling,0,0
Typical,Thrilling,Isometric,Thrilling,Thrilling,0,0
Atypical,Thrilling,Isometric,Thrilling,Thrilling,0,0
Thrilling,Thrilling,Isometric,Thrilling,Thrilling,0,0
Tactical,Tactical,Isometric,Thrilling,Thrilling,0,0
Typical,Tactical,Isometric,Thrilling,Thrilling,0,0
Atypical,Tactical,Isometric,Thrilling,Thrilling,0,0
Thrilling,Tactical,Isometric,Thrilling,Thrilling,0,0
Tactical,Antiheroic,Isometric,Thrilling,Thrilling,0,0
Typical,Antiheroic,Isometric,Thrilling,Thrilling,0,0
